author,comment_original,published_at,like_count,comment_clean
@kerpul3353,"Kau MAWAR merah...eh salah, MAWAR hitam...
Wangimu keperihan 😂",2025-06-30T11:01:51Z,0,kau mawar merah eh salah mawar hitam wangimu keperihan
@haiueom,"Indonesia (c)emas, kok bisa?",2025-06-30T10:57:04Z,0,indonesia c emas kok bisa
@henduarr,Channel favorittt❤,2025-06-30T10:57:02Z,0,channel favorit
@Daibaskara,Bicara soal politik pemerintahan emang paling cocok kalau one piece jadi pengibaratannya,2025-06-30T10:56:10Z,0,bicara soal politik pemerintahan emang paling cocok kalau one piece jadi pengibaratannya
@maulanayusuf1242,emang petrus ada dibuku sejarah sekolah?  saya merasa tidak pernah dibahas disekolah. apa hanya saya yang tidak pernah di ajarkan?,2025-06-30T10:48:48Z,0,emang petrus ada dibuku sejarah sekolah saya merasa tidak pernah dibahas disekolah apa hanya saya yang tidak pernah di ajarkan
@ZeroAjalahID,Ini napa Prabowo jadi Villain anjirlah pas kepilih🗿,2025-06-30T10:44:19Z,0,ini napa prabowo jadi villain anjirlah pas kepilih
@Art3missT,Akuilah negara ini pernah bajingan untuk masadepan yang lebih terang,2025-06-30T10:14:41Z,1,akuilah negara ini pernah bajingan untuk masadepan yang lebih terang
@juanalka6678,Kereeeen,2025-06-30T10:14:04Z,0,keren
@ultramancosmos-sf6xg,orb reference,2025-06-30T10:03:50Z,0,orb reference
@lishxzedtz5953,indonesia is going to be dystopian i fear,2025-06-30T09:54:56Z,0,indonesia is going to be dystopian i fear
@satriaarifputra,🔥🔥,2025-06-30T09:54:42Z,0,
@Lukman-i8n,"semua yang disebutin ini hal yang wajar di masa perang
emang sekejam itu perang se sengsara itu perang makanya plis jangan perang dulu saya mau hidup tenang
kalo perang beneran terjadi siapa yang mau ngatur?
emang perang ada wasit?
kalo pun ada apakah benar benar adil?
hanya empati yang bisa ngatur
contoh ada pers yang dokumentasi peperangan
mau itu dibunuh atau ga tergantung si orangnya

kalo saya jadi pemimpin saya akan melakukan hal yang sama lebih baik membantai 1000 penduduk ketimbang ngelepasin 1 penjahat berbahaya

karena ini ada hubungannya dengan ketegasan penegakan hukum
efek jera untuk penjahat dan sekaligus peringatan ga bisa sembunyi di antara kerumunan
oke lah mungkin bakalan ada salah bunuh puluhan ribu orang tapi efek jangka panjangnya ga ada satupun orang berbahaya yang berani menginjakkan kaki dibawah kekuasaan orang tersebut",2025-06-30T09:52:11Z,0,semua yang disebutin ini hal yang wajar di masa perang emang sekejam itu perang se sengsara itu perang makanya plis jangan perang dulu saya mau hidup tenang kalo perang beneran terjadi siapa yang mau ngatur emang perang ada wasit kalo pun ada apakah benar benar adil hanya empati yang bisa ngatur contoh ada pers yang dokumentasi peperangan mau itu dibunuh atau ga tergantung si orangnya kalo saya jadi pemimpin saya akan melakukan hal yang sama lebih baik membantai 1000 penduduk ketimbang ngelepasin 1 penjahat berbahaya karena ini ada hubungannya dengan ketegasan penegakan hukum efek jera untuk penjahat dan sekaligus peringatan ga bisa sembunyi di antara kerumunan oke lah mungkin bakalan ada salah bunuh puluhan ribu orang tapi efek jangka panjangnya ga ada satupun orang berbahaya yang berani menginjakkan kaki dibawah kekuasaan orang tersebut
@Mozart-g7d,#MENOLAKLUPA,2025-06-30T09:04:19Z,1,menolaklupa
@fauzyweliady5419,"9:39 LAWAN, nggak bisa lawan kalau nyawa taruhannya karena ku nggak senasionalis itu. Anggap lu punya anak, anak lu pengen tahu akan hal itu, jika dia tahu bisa aja dia dihilangkan, jadi apakah anda akan beritahu ke anakmu?",2025-06-30T08:47:08Z,1,9 39 lawan nggak bisa lawan kalau nyawa taruhannya karena ku nggak senasionalis itu anggap lu punya anak anak lu pengen tahu akan hal itu jika dia tahu bisa aja dia dihilangkan jadi apakah anda akan beritahu ke anakmu
@SantiqueJob,dosa prabowo juga bakalan di hapus agar dia tidak di tuntut,2025-06-30T08:47:05Z,1,dosa prabowo juga bakalan di hapus agar dia tidak di tuntut
@JesMoon,kok bisa!,2025-06-30T08:22:06Z,0,kok bisa
@farhanarab3021,bagus amat videonya,2025-06-30T08:08:56Z,0,bagus amat videonya
@ZHIVAGOGOGOGO27,"Ati"" Channelnya di lacak pemerintahan bg,",2025-06-30T07:55:31Z,1,ati channelnya di lacak pemerintahan bg
@abdullohmutasyauwiq7188,"Sejarah di tulis oleh pemenang 
Kebenaran didapat oleh pencari",2025-06-30T07:52:07Z,0,sejarah di tulis oleh pemenang kebenaran didapat oleh pencari
@darahsuci8578,Ayolah rakyat patungan bikin web & aplikasi yg isinya sejarah² asli indonesia,2025-06-30T07:40:21Z,0,ayolah rakyat patungan bikin web aplikasi yg isinya sejarah asli indonesia
@oktamove,bikin video tentang kenapa kalau kita kebanyakan makan nanas lidah kita suka gatel?,2025-06-30T07:19:58Z,0,bikin video tentang kenapa kalau kita kebanyakan makan nanas lidah kita suka gatel
@gamersmiaw9201,BEH ANIMASINYA MAKIN GEGEEEE❤,2025-06-30T07:10:33Z,0,beh animasinya makin gege
@FlynnArezha-vu9rb,"(TOLONG BANTU JAWAB YA) 
Hai, teman-teman ""kok bisa"", aku jarang banget komentar, bahkan bisa dibilang nggak pernah kometar di setiap video yang aku tonton. 
tapi di video ini,aku perlu menanyakan kepada teman teman, dari mana aku bisa pelajari semua sejarah Indonesia, buku apa yang perlu aku baca? aku sungguh sungguh nggak mau sejarah Indonesia hilang gitu aja.",2025-06-30T06:53:52Z,4,tolong bantu jawab ya hai teman teman kok bisa aku jarang banget komentar bahkan bisa dibilang nggak pernah kometar di setiap video yang aku tonton tapi di video ini aku perlu menanyakan kepada teman teman dari mana aku bisa pelajari semua sejarah indonesia buku apa yang perlu aku baca aku sungguh sungguh nggak mau sejarah indonesia hilang gitu aja
@GoergeVonHeinzberg,Di Saat banyak toktokers yang pro dengan penghapusan ini dan juga di penuhi komen buzzer yang mendukung...  Alhamdulillah masih ada team kita bisa yang mau melawan dan ga menerima jadi buzzer😭😭😭,2025-06-30T06:53:41Z,0,di saat banyak toktokers yang pro dengan penghapusan ini dan juga di penuhi komen buzzer yang mendukung alhamdulillah masih ada team kita bisa yang mau melawan dan ga menerima jadi buzzer
@eruhhaaayu,"min bahas dong kenapa orang orang yang stres bukanya lari ke hal² postif tapi malahan lari ke hal² negatif 
seperti contohnya nya orang yang merokok itu kan rata² karena stres kenapa mereka gak olahraga atau cari solusi cara dan akar permasalahan yang membuat mereka stres",2025-06-30T06:51:21Z,2,min bahas dong kenapa orang orang yang stres bukanya lari ke hal postif tapi malahan lari ke hal negatif seperti contohnya nya orang yang merokok itu kan rata karena stres kenapa mereka gak olahraga atau cari solusi cara dan akar permasalahan yang membuat mereka stres
@akramfathi5690,"bang coba bahan prediksi tahun 2030, yang katanya tahun resetnya dunia setiap 100thn sekali",2025-06-30T06:44:08Z,0,bang coba bahan prediksi tahun 2030 yang katanya tahun resetnya dunia setiap 100thn sekali
@jeckovlog5907,"Sejarah di one piece ""abad kekosongan""",2025-06-30T06:22:59Z,0,sejarah di one piece abad kekosongan
@Rezi59450,Ini sedikit demi sedikit pemerintah mempengaruhi kita nih,2025-06-30T06:20:15Z,0,ini sedikit demi sedikit pemerintah mempengaruhi kita nih
@poohmv4749,"masalahnya saat kita melawan, nyawa yang jadi bayarannya",2025-06-30T06:02:25Z,0,masalahnya saat kita melawan nyawa yang jadi bayarannya
@shabrinap8428,"Sejarah mic dimatiin di gedung DPR. Sejarah kebakaran di kantor kejaksaan gara-gara puntung rokok. Sejarah pembahasan UU IKN, UU KPK, UU Minerba, dan UU Cilaka (sekarang disebut Ciptaker) yang terburu-buru. Sejarah pengubahan batas usia pencalonan wapres oleh MK. Semuanya ga akan ada dalam buku sejarah resmi, meski nantinya buku itu akan memuat sejarah RI hingga Pilpres 2024.",2025-06-30T05:57:55Z,0,sejarah mic dimatiin di gedung dpr sejarah kebakaran di kantor kejaksaan gara gara puntung rokok sejarah pembahasan uu ikn uu kpk uu minerba dan uu cilaka sekarang disebut ciptaker yang terburu buru sejarah pengubahan batas usia pencalonan wapres oleh mk semuanya ga akan ada dalam buku sejarah resmi meski nantinya buku itu akan memuat sejarah ri hingga pilpres 2024
@newbiegretonger8936,Astaghfirullah,2025-06-30T05:56:16Z,0,astaghfirullah
@hafizhaldiazh,"Pengen nangisss cuyy, kejam banget yakk",2025-06-30T05:45:35Z,1,pengen nangis cuyy kejam banget yakk
@doll1515,We listen and we don't judge...thx ur informations,2025-06-30T05:37:38Z,0,we listen and we don t judge thx ur informations
@lutfilawijaya6588,"Terimakasih kokbisa sudah menularkan semangat, stay safe wherever you are ❤",2025-06-30T05:22:31Z,0,terimakasih kokbisa sudah menularkan semangat stay safe wherever you are
@yashiroisana7124,Tapi kok masyarakat yang ngejalanin nya waktu itu ga ada yang demo dan masyarakat jadi lebih aman,2025-06-30T05:15:26Z,0,tapi kok masyarakat yang ngejalanin nya waktu itu ga ada yang demo dan masyarakat jadi lebih aman
@lucasthehonkaimanectric1690,Pantes kenapa oda buat pemerintah dunia ingin menghancurkan pengetahuan di one piece,2025-06-30T05:11:23Z,0,pantes kenapa oda buat pemerintah dunia ingin menghancurkan pengetahuan di one piece
@eijithorvald5984,"Kalau sampai sejarah penting dihapus, gw bakal bener-bener marah sih sama pemerintah...",2025-06-30T04:47:41Z,0,kalau sampai sejarah penting dihapus gw bakal bener bener marah sih sama pemerintah
@ライゼン-ルゼ,"3:54 Oh my gosh this is so true! Benar² cemas sekali saya, setiap hari buka berita di negara Konoha ini beritanya bikin ngehela nafas melulu😂",2025-06-30T04:47:33Z,0,3 54 oh my gosh this is so true benar cemas sekali saya setiap hari buka berita di negara konoha ini beritanya bikin ngehela nafas melulu
@raynalditendean4322,Kan sejarah ditulis oleh sang pemenang 😂,2025-06-30T04:20:36Z,0,kan sejarah ditulis oleh sang pemenang
@aryakamandanu9906,Hati'bang chanel ilang😢😢,2025-06-30T04:20:25Z,2,hati bang chanel ilang
@Giyuryy11,"min bahas brain rot dong, gw lama lama kaya agak gedeg banget sama meme brain rot yang udah marak dan ngehancurin otak otak generasi muda di indonesia",2025-06-30T04:14:58Z,0,min bahas brain rot dong gw lama lama kaya agak gedeg banget sama meme brain rot yang udah marak dan ngehancurin otak otak generasi muda di indonesia
@rikipaisal9910,Betapa pentingnya sejarah.. belum soal pembatasan *sejarah asli... mungkin kita harusnya nyari sudut pandang negara lain soal indonesia (soal sejarah),2025-06-30T04:07:57Z,0,betapa pentingnya sejarah belum soal pembatasan sejarah asli mungkin kita harusnya nyari sudut pandang negara lain soal indonesia soal sejarah
@fahmiabdie,"Sebelum pemerintah melakukan penghapusan beberapa peristiwa bersejarah, solusinya:

1. Simpan semua buku2 sejarah ditempat aman
2. Buku tersebut jadikan file dan simpan",2025-06-30T04:00:30Z,0,sebelum pemerintah melakukan penghapusan beberapa peristiwa bersejarah solusinya 1 simpan semua buku2 sejarah ditempat aman 2 buku tersebut jadikan file dan simpan
@DrawWithAiii,"Bahkan sejarah yang kita pelajari waktu kecil, adalah sejarah hasil rekayasa.

Contohnya sejarah PKI, kalau baca dari banyak sumber, ceritanya banyak yang berbeda dari versi yg diajarin di sekolah.",2025-06-30T03:55:42Z,0,bahkan sejarah yang kita pelajari waktu kecil adalah sejarah hasil rekayasa contohnya sejarah pki kalau baca dari banyak sumber ceritanya banyak yang berbeda dari versi yg diajarin di sekolah
@Penggerak_hati,"Assalamualaikum, pengumuman bagi yg masih punya hati📰🗞️♥️

Pembantaian Warga sipil negara Palestina masih berlanjut😭,kebanyakan anak anak dan bayi yg jadi korban🍼👶,pemberhentian pasokan bantuan telah di tutup oleh zionajis isrewel🚛,

Jadi dari pada itu,marilah kita, sama sama mendoakan dan mendonasikan sebagian harta kita untuk warga negara Palestina.

Kalo tidak mampu dalam mendonasikan,

Cukup mendoakan dan menyuarakan negara Palestina di medsos,ayo kita buktikan kalo kita masih manusia,

Dan juga, lakukan aksi boikot terhadap seluruh produk yg terindentifikasi dgn Isrewel.

Ingat!!!!,setiap satu produk Israel atau produk yg mendukung tindakan genosida yg di lakukan oleh zionajis isrewel yg anda beli, sama saja anda mengisi amunisi senapan untuk membantai anak anak dan para bayi😢😭,saya sebagai pengantar pesan dari seseorang anak yg telah syahid di Medan pertempuran di Gaza 😢😭,",2025-06-30T03:44:28Z,2,assalamualaikum pengumuman bagi yg masih punya hati pembantaian warga sipil negara palestina masih berlanjut kebanyakan anak anak dan bayi yg jadi korban pemberhentian pasokan bantuan telah di tutup oleh zionajis isrewel jadi dari pada itu marilah kita sama sama mendoakan dan mendonasikan sebagian harta kita untuk warga negara palestina kalo tidak mampu dalam mendonasikan cukup mendoakan dan menyuarakan negara palestina di medsos ayo kita buktikan kalo kita masih manusia dan juga lakukan aksi boikot terhadap seluruh produk yg terindentifikasi dgn isrewel ingat setiap satu produk israel atau produk yg mendukung tindakan genosida yg di lakukan oleh zionajis isrewel yg anda beli sama saja anda mengisi amunisi senapan untuk membantai anak anak dan para bayi saya sebagai pengantar pesan dari seseorang anak yg telah syahid di medan pertempuran di gaza
@agungraga1771,"Kalian sih milih Prabowo, udh tau pelanggaran HAM masih dipilih, dongo",2025-06-30T03:43:57Z,1,kalian sih milih prabowo udh tau pelanggaran ham masih dipilih dongo
@FATHAN-gt2en,Bang jelasin bagaimana suara direkam,2025-06-30T03:26:11Z,0,bang jelasin bagaimana suara direkam
@ridhwannur-p3q,Andai Al-Baqarah terjadi di zaman sekarang mungkin kita bisa tau fakta dari sejarah yang sebenarnya 😄😄😄,2025-06-30T03:24:57Z,1,andai al baqarah terjadi di zaman sekarang mungkin kita bisa tau fakta dari sejarah yang sebenarnya
@MustofaKurniawan-l8x,"Yang menang mereka menulis sejarah sesuka hati, mereka menjadi pahlawan di cerita buatan mereka sendiri. Yang kalah dibuang dilupakan dikubur dalam kesunyian.",2025-06-30T03:24:27Z,3,yang menang mereka menulis sejarah sesuka hati mereka menjadi pahlawan di cerita buatan mereka sendiri yang kalah dibuang dilupakan dikubur dalam kesunyian
@MustofaKurniawan-l8x,Missing link yg direncanakan alih alih demi kepentingan demokrasi nyatanya demi kepentingan pribadi.,2025-06-30T03:21:19Z,0,missing link yg direncanakan alih alih demi kepentingan demokrasi nyatanya demi kepentingan pribadi
@syamsularifin9776,Berarti sudah ditanam ya 😢 gila sih ini emang prabowo kagak liat jangka panjang dari ngerubah sejarah ya?,2025-06-30T03:15:11Z,1,berarti sudah ditanam ya gila sih ini emang prabowo kagak liat jangka panjang dari ngerubah sejarah ya
@ikhsanramadan4154,#MENOLAKLUPA,2025-06-30T03:01:38Z,1,menolaklupa
@mrxxkicarryyou3190,Keren videonya ❤,2025-06-30T02:25:03Z,0,keren videonya
@zuhridoang7695,"Pantesan kurikulum ganti terus, banyak noda soalnya",2025-06-30T02:08:20Z,2,pantesan kurikulum ganti terus banyak noda soalnya
@aisyahekas,🔥🔥🔥🔥🔥🔥,2025-06-30T02:04:39Z,0,
@Denim077,Jadi inget naruto yang ngebersihin nama itachi di era boruto,2025-06-30T01:46:34Z,0,jadi inget naruto yang ngebersihin nama itachi di era boruto
@Voidless-k4t,"Dunia selalu diisi cerita yang diulang-ulang tapi dengan pemeran yang terus berganti
Dengan sejarah orang-orang dari masa kini atau masa depan bisa terhindar dari masalah-masalah yang dialami pendahulunya
Sejarah bukan cuma soal cerita tapi juga inspirasi",2025-06-30T01:44:20Z,0,dunia selalu diisi cerita yang diulang ulang tapi dengan pemeran yang terus berganti dengan sejarah orang orang dari masa kini atau masa depan bisa terhindar dari masalah masalah yang dialami pendahulunya sejarah bukan cuma soal cerita tapi juga inspirasi
@Sadboyykun,"LAWAN !!
REVOLUSI JKW 10 TAHUN + 5 TAHUN PERPANJANGAN LEWAT ANAKNYA BIKIN STRUKTUR NEGARA HANCUR. KELUARGA DAJJAL",2025-06-30T01:20:16Z,0,lawan revolusi jkw 10 tahun 5 tahun perpanjangan lewat anaknya bikin struktur negara hancur keluarga dajjal
@yoesoef4902,4:08 nando demo nando demo,2025-06-30T01:15:15Z,0,4 08 nando demo nando demo
@Alveey212,kok bisa > masterpiece of knowledge 🤩,2025-06-30T01:08:23Z,0,kok bisa masterpiece of knowledge
@muhammadfatahillah501,palingan nanti video ini di take down😊,2025-06-30T01:01:05Z,0,palingan nanti video ini di take down
@zcslzoe4842,kok bisa? tiba tiba jadi epic banget,2025-06-30T00:58:51Z,0,kok bisa tiba tiba jadi epic banget
@xsniaa16,pas banget gw habis baca buku pelajaran sejarah trus buka youtube😭✋🏻,2025-06-30T00:47:38Z,1,pas banget gw habis baca buku pelajaran sejarah trus buka youtube
@andinidestianyputri5075,Mereka gk inget jas merah gitu ya?,2025-06-30T00:41:24Z,0,mereka gk inget jas merah gitu ya
@adimai3101,Kok bisa tanpa baso = mode serius,2025-06-30T00:03:24Z,6,kok bisa tanpa baso mode serius
@sumarjohs9510,"Barang siapa yang dg sengaja membuat, merubah informasi data yang tdk sesuai dengan kenyataan apalagi sampai merubah sejarah, adalah dosa besar karena hal yang demikian merupakan perbuatan pengkianatan.",2025-06-29T23:53:25Z,0,barang siapa yang dg sengaja membuat merubah informasi data yang tdk sesuai dengan kenyataan apalagi sampai merubah sejarah adalah dosa besar karena hal yang demikian merupakan perbuatan pengkianatan
@xanakadeskav2645,diera kekuasaan prabowo kalian akan di pertontonkan penyelewengan kekuasaan,2025-06-29T23:33:32Z,1,diera kekuasaan prabowo kalian akan di pertontonkan penyelewengan kekuasaan
@homosapienns1910,Ngebahas tentang feodalisme di indonesia bagus juga,2025-06-29T21:12:24Z,0,ngebahas tentang feodalisme di indonesia bagus juga
@prasatyasatya6626,Min kasih link buat download vidio nya khawatir setelah ini vidio nya di hapus oleh ......,2025-06-29T20:43:54Z,0,min kasih link buat download vidio nya khawatir setelah ini vidio nya di hapus oleh
@reyyz8149,videonya buat yg 20 menitan dong bg,2025-06-29T19:39:40Z,0,videonya buat yg 20 menitan dong bg
@arjunakesuma5196,Sejarah timur leste bg katanya indo menjajah timur leste apa bener?,2025-06-29T18:11:53Z,0,sejarah timur leste bg katanya indo menjajah timur leste apa bener
@boysssnevercry,"Tolong suaranya di stabilin, kadang kenceng kadang pelan bgt ga kedengeran",2025-06-29T17:49:08Z,0,tolong suaranya di stabilin kadang kenceng kadang pelan bgt ga kedengeran
@boysssnevercry,suaranya kurang kenceng,2025-06-29T17:44:10Z,0,suaranya kurang kenceng
@AnnisaRahman,KERENNNN!! 😭😭😭,2025-06-29T17:32:04Z,0,keren
@andikaprayogi6541,"Sistem yang buruk adalah sistem dimana sesuatu itu sudah tidak bisa dipertanyakan, diperdebatkan, dan dipikirkan",2025-06-29T16:29:24Z,4,sistem yang buruk adalah sistem dimana sesuatu itu sudah tidak bisa dipertanyakan diperdebatkan dan dipikirkan
@nonadyan6196,Baca buku api sejarah seketika sadar bahwa buku yg ditulis di buku sekolah isinya 80% hoax dan fitnah 😂 .,2025-06-29T16:19:32Z,0,baca buku api sejarah seketika sadar bahwa buku yg ditulis di buku sekolah isinya 80 hoax dan fitnah
@Zamloel,Coba bahas apa yg terjadi pada masyarakat kita di indonesia apabila perang dunia ketiga meletus?,2025-06-29T16:14:40Z,0,coba bahas apa yg terjadi pada masyarakat kita di indonesia apabila perang dunia ketiga meletus
@fahriagung-_.,"""Sejarah utuh adalah milik kita semua""
Ngena rasanya",2025-06-29T16:08:03Z,5,sejarah utuh adalah milik kita semua ngena rasanya
@Motivationalvideos2110,"Kalau video ini ditake down, berarti ada yang merasa terancam",2025-06-29T16:05:57Z,0,kalau video ini ditake down berarti ada yang merasa terancam
@AMBATUNAT-e2o,"ternyata.. sejak dulu, sejak awal kemerdekaan negara Indonesia memang sudah gelap",2025-06-29T16:05:44Z,0,ternyata sejak dulu sejak awal kemerdekaan negara indonesia memang sudah gelap
@rynaikurenai352,"bang coba bikin penjelasan tentang hal yang dilakuin atau di makan atau di apalah secara terus menerus pasti bosen + rasanya udah ngga sama lagi, tapi kenapa kalo makan nasi itu ngga kerasa bosen?",2025-06-29T15:52:28Z,0,bang coba bikin penjelasan tentang hal yang dilakuin atau di makan atau di apalah secara terus menerus pasti bosen rasanya udah ngga sama lagi tapi kenapa kalo makan nasi itu ngga kerasa bosen
@jackmul12,"kakek saya korban di tuduh komunisme, di penjara dan setelah di bebaskan ga berselang lama kakek saya meninggal saat usia bapak saya masih 7 tahun. Saya baru mengetahui pristiwa ini saat bapak saya udah usia 63 tahun... Sampek di tutupin peristiwa tersebut krn trauma. Karena setalah kejadian tersebut, kondisi keluarga bapak saya kacau dari segi ekonomi dan psikis.",2025-06-29T15:48:02Z,404,kakek saya korban di tuduh komunisme di penjara dan setelah di bebaskan ga berselang lama kakek saya meninggal saat usia bapak saya masih 7 tahun saya baru mengetahui pristiwa ini saat bapak saya udah usia 63 tahun sampek di tutupin peristiwa tersebut krn trauma karena setalah kejadian tersebut kondisi keluarga bapak saya kacau dari segi ekonomi dan psikis
@Fufufafa207,"Menteri nya wowo yah mau merevisi sejarah biar tone nya lebih positif 😂
Biar prabowo bersih dari noda kelam pelanggaran HAM. gk percaya voter 02?
Coba liat debat 2019 jokowi jelas menyinggung wowo tentang pelanggaran HAM",2025-06-29T15:38:34Z,0,menteri nya wowo yah mau merevisi sejarah biar tone nya lebih positif biar prabowo bersih dari noda kelam pelanggaran ham gk percaya voter 02 coba liat debat 2019 jokowi jelas menyinggung wowo tentang pelanggaran ham
@raraff8972,Chanel youtube paling bermutu yg aku subscribe,2025-06-29T15:37:54Z,0,chanel youtube paling bermutu yg aku subscribe
@wowojonandu,Semangat tim Kokbisa,2025-06-29T15:28:24Z,0,semangat tim kokbisa
@wowojonandu,"Min , bagaimana cara agar gak gampang lupa ? Soalnya kalo aku nonton atau baca sesuatu tentang edukasi aku suka lupa dan ya jadi sia sia deh dan aku harus ulang lagi nontonnya. Terimakasih",2025-06-29T15:27:46Z,0,min bagaimana cara agar gak gampang lupa soalnya kalo aku nonton atau baca sesuatu tentang edukasi aku suka lupa dan ya jadi sia sia deh dan aku harus ulang lagi nontonnya terimakasih
@fachriramadhan1948,bang gimana kalo gravitasi kebalik? jadi bukannya gaya menarik kebawah tapi mendorong keatas,2025-06-29T15:19:46Z,1,bang gimana kalo gravitasi kebalik jadi bukannya gaya menarik kebawah tapi mendorong keatas
@ainuraja3219,Sudah waktunya menulis phonegliph di rumah...,2025-06-29T15:05:42Z,0,sudah waktunya menulis phonegliph di rumah
@herbiotishak2104,"PR bagi kita yg masih sadar dan melek sejarah adalah gimana caranya biar pemahaman sejarah yg utuh dan objektif bisa nyampe ke berbagai lapisan masyarakat. Emang sekarang udah ada internet, tapi bukan berarti pengetahuan bisa nyebar segampang itu, karena ada bubble2 seperti di medsos. Ga semua level atau kelompok punya literasi sejarah yg baik atau ngerti cara mencari informasi yg benar. Belum lagi soal akses, dll. Jadi tantangan kedepannya adalah gimana menyampaikan dan menjelaskan sejarah yg utuh ke banyak kalangan",2025-06-29T15:03:56Z,21,pr bagi kita yg masih sadar dan melek sejarah adalah gimana caranya biar pemahaman sejarah yg utuh dan objektif bisa nyampe ke berbagai lapisan masyarakat emang sekarang udah ada internet tapi bukan berarti pengetahuan bisa nyebar segampang itu karena ada bubble2 seperti di medsos ga semua level atau kelompok punya literasi sejarah yg baik atau ngerti cara mencari informasi yg benar belum lagi soal akses dll jadi tantangan kedepannya adalah gimana menyampaikan dan menjelaskan sejarah yg utuh ke banyak kalangan
@Croizetoceros,"marah banget dengerin materi kali ini, amat jahat kalo pemerintah berani melakukan penghapusan sejarah kelam yang dialami oleh negara ini 😠😠",2025-06-29T14:53:14Z,15,marah banget dengerin materi kali ini amat jahat kalo pemerintah berani melakukan penghapusan sejarah kelam yang dialami oleh negara ini
@YahSyah-h3n,Silets guys biar kita bicara dari ❤ ke ❤ sebab jika itu semua menghilang setidak nya generassi berikutnya akan tau dan lebih berhati-hati😢,2025-06-29T14:52:26Z,0,silets guys biar kita bicara dari ke sebab jika itu semua menghilang setidak nya generassi berikutnya akan tau dan lebih berhati hati
@erickatmaja17,Kontenya bagus banget min 🙏,2025-06-29T14:49:05Z,0,kontenya bagus banget min
@nararyapp564,Pemerintah semakin hari semakin ingin membodohi masyarakatnya supaya mereka dpt dg mudah menguasai apa yg seharusnya menjadi hak rakyat,2025-06-29T14:47:07Z,0,pemerintah semakin hari semakin ingin membodohi masyarakatnya supaya mereka dpt dg mudah menguasai apa yg seharusnya menjadi hak rakyat
@picklesdumpling3829,Thanks!,2025-06-29T14:44:01Z,0,thanks
@miirajaiblis,Gw setuju sejarah ga boleh di ubah dan saat nya kita tau doksli super semar sama dalang pki,2025-06-29T14:40:33Z,2,gw setuju sejarah ga boleh di ubah dan saat nya kita tau doksli super semar sama dalang pki
@ireng_airu,9:37  puisi wiji thukul gak tuh,2025-06-29T14:38:15Z,0,9 37 puisi wiji thukul gak tuh
@DimasAji-y4y,"Bang! Nanti kolab bareng Under Expert, buat video tentang Perang Konsol.",2025-06-29T14:38:05Z,0,bang nanti kolab bareng under expert buat video tentang perang konsol
@alfi9619,"Mau heran, tapi prabowo mantu nya soeharto😊",2025-06-29T14:30:41Z,0,mau heran tapi prabowo mantu nya soeharto
@namuhara8823,Karena aku atau mungkin kita. Tidak tahu mana yg dibahas. Tapi padahal kita sendiri banyak konten influencer dll. Meminta sendiri Indonesia mengubah catatan sejarah,2025-06-29T14:30:39Z,0,karena aku atau mungkin kita tidak tahu mana yg dibahas tapi padahal kita sendiri banyak konten influencer dll meminta sendiri indonesia mengubah catatan sejarah
@NadiaAyu-s8d,Sama halnya kitab suci yang di rubahkah?,2025-06-29T14:25:50Z,0,sama halnya kitab suci yang di rubahkah
@julinugraha324,"Contoh Sederhana nya apa  ? 

Yap,  Sejarah Pembangunan Jalan Pantai Utara (Pantura) yg diperintahkan oleh Dendles. .. Dibuku sejarah pemerintah, dikatakan rakyat yg bekerja di Paksa & Tidak di Bayar oleh Deandles... 

Padahal sebenarnya. Orang² yg bekerja disana itu diBayar, tapi di Uang nya di Korupsi oleh Pejabat (lokal) setempat yg Serakah",2025-06-29T14:24:01Z,0,contoh sederhana nya apa yap sejarah pembangunan jalan pantai utara pantura yg diperintahkan oleh dendles dibuku sejarah pemerintah dikatakan rakyat yg bekerja di paksa tidak di bayar oleh deandles padahal sebenarnya orang yg bekerja disana itu dibayar tapi di uang nya di korupsi oleh pejabat lokal setempat yg serakah
@investasi75,apakah vidio ini akan di hapus 🤔,2025-06-29T14:09:52Z,0,apakah vidio ini akan di hapus
@bayuwrahatnoko,"Kalo saya simpulkan sih... Orang yang mau berpikir kirits, stay curious, dan terus mau belajar adalah orang yang sangat ditakuti apapun zamannya.",2025-06-29T14:08:33Z,5,kalo saya simpulkan sih orang yang mau berpikir kirits stay curious dan terus mau belajar adalah orang yang sangat ditakuti apapun zamannya
@whosmetha9157,"GUA NGERI NI CH DIBANNED PEMERENTA ANJ, SEHAT2 DAN SEMOGA SELALU SELAMAT YAA TIM KOK BISAA",2025-06-29T14:06:21Z,0,gua ngeri ni ch dibanned pemerenta anj sehat2 dan semoga selalu selamat yaa tim kok bisaa
@borntohodl2965,Ntar belanda minta ganti sejarah kolonialisme..,2025-06-29T13:56:37Z,0,ntar belanda minta ganti sejarah kolonialisme
